,lemma,frequency
1647,пригласить,1647
1648,билет,1648
1649,свежий,1649
1650,обязанность,1650
1651,ввести,1651
1652,расход,1652
1653,ведущий,1653
1654,повторять,1654
1655,отечественный,1655
1656,владелец,1656
1657,оборудование,1657
1658,беда,1658
1659,сообщать,1659
1660,впереди,1660
1661,англия,1661
1662,немедленно,1662
1663,должно,1663
1664,крик,1664
1665,семейный,1665
1666,дядя,1666
1667,показатель,1667
1668,указывать,1668
1669,развиваться,1669
1670,формирование,1670
1671,сигнал,1671
1672,назначить,1672
1673,китай,1673
1674,борис,1674
1675,исходить,1675
1676,трава,1676
1677,лечение,1677
1678,ящик,1678
1679,учреждение,1679
1680,замок,1680
1681,воздействие,1681
1682,стул,1682
1683,слегка,1683
1684,светлый,1684
1685,пропасть,1685
1686,учитывать,1686
1687,обстановка,1687
1688,соответственно,1688
1689,сказка,1689
1690,расстояние,1690
1691,набор,1691
1692,зло,1692
1693,шум,1693
1694,доказать,1694
1695,спокойный,1695
1696,явиться,1696
1697,цифра,1697
1698,сложиться,1698
1699,познакомиться,1699
1700,веселый,1700
1701,мол,1701
1702,диск,1702
1703,удобный,1703
1704,таков,1704
1705,меняться,1705
1706,оценить,1706
1707,кофе,1707
1708,шея,1708
1709,ранее,1709
1710,американец,1710
1711,шанс,1711
1712,книжка,1712
1713,произвести,1713
1714,игрок,1714
1715,готовиться,1715
1716,действительность,1716
1717,чтение,1717
1718,лестница,1718
1719,лодка,1719
1720,продавать,1720
1721,вне,1721
1722,собирать,1722
1723,давление,1723
1724,буквально,1724
1725,потребитель,1725
1726,убийство,1726
1727,религиозный,1727
1728,закончиться,1728
1729,кусок,1729
1730,стратегия,1730
1731,достоинство,1731
1732,постель,1732
1733,серия,1733
1734,верхний,1734
1735,основать,1735
1736,процедура,1736
1737,исключительно,1737
1738,основное,1738
1739,кадр,1739
1740,рассмотреть,1740
1741,штаб,1741
1742,вставать,1742
1743,выступление,1743
1744,извинить,1744
1745,внимательно,1745
1746,юрий,1746
1747,малыш,1747
1748,вернуть,1748
1749,еда,1749
1750,милиция,1750
1751,ожидание,1751
1752,господь,1752
1753,изучать,1753
1754,философия,1754
1755,смех,1755
1756,громко,1756
1757,многочисленный,1757
1758,жизненный,1758
1759,узкий,1759
1760,ценный,1760
1761,чиновник,1761
1762,блок,1762
1763,зайти,1763
1764,прибыть,1764
1765,страдать,1765
1766,водитель,1766
1767,концепция,1767
1768,оттуда,1768
1769,острый,1769
1770,прислать,1770
1771,мост,1771
1772,поездка,1772
1773,компьютерный,1773
1774,разум,1774
1775,угодно,1775
1776,тишина,1776
1777,субъект,1777
1778,слух,1778
1779,разработать,1779
1780,далекий,1780
1781,благо,1781
1782,покупатель,1782
1783,осень,1783
1784,мистер,1784
1785,париж,1785
1786,увеличение,1786
1787,удивительный,1787
1788,подготовить,1788
1789,танк,1789
1790,должность,1790
1791,записать,1791
1792,зарплата,1792
1793,обращать,1793
1794,родственник,1794
1795,наступить,1795
1796,привет,1796
1797,пакет,1797
1798,зритель,1798
1799,судья,1799
1800,мечтать,1800
1801,странно,1801
1802,превратиться,1802
1803,ресторан,1803
1804,плата,1804
1805,раньше,1805
1806,законодательство,1806
1807,задать,1807
1808,остановить,1808
1809,внезапно,1809
1810,луна,1810
1811,крайне,1811
1812,охрана,1812
1813,публикация,1813
1814,кивнуть,1814
1815,обсуждать,1815
1816,х,1816
1817,наверняка,1817
1818,напомнить,1818
1819,логика,1819
1820,специально,1820
1821,приезжать,1821
1822,проводиться,1822
1823,повторить,1823
1824,синий,1824
1825,сущность,1825
1826,отдавать,1826
1827,проверка,1827
1828,следствие,1828
1829,зеркало,1829
1830,вдоль,1830
1831,конечный,1831
1832,обратный,1832
1833,ладонь,1833
1834,строка,1834
1835,жесткий,1835
1836,дальний,1836
1837,ворота,1837
1838,иванович,1838
1839,чисто,1839
1840,передавать,1840
1841,продолжить,1841
1842,мечта,1842
1843,дмитрий,1843
1844,питание,1844
1845,прибыль,1845
1846,файл,1846
1847,флот,1847
1848,интересовать,1848
1849,религия,1849
1850,божий,1850
1851,плюс,1851
1852,кошка,1852
1853,саша,1853
1854,характерный,1854
1855,мария,1855
1856,толстый,1856
1857,общаться,1857
1858,пятый,1858
1859,важно,1859
1860,висеть,1860
1861,способствовать,1861
1862,ужасный,1862
1863,заказ,1863
1864,отличный,1864
1865,запас,1865
1866,исполнение,1866
1867,крыло,1867
1868,редактор,1868
1869,тон,1869
1870,оборона,1870
1871,дума,1871
1872,полковник,1872
1873,соседний,1873
1874,разрешить,1874
1875,выпустить,1875
1876,заместитель,1876
1877,достойный,1877
1878,кризис,1878
1879,спешить,1879
1880,спор,1880
1881,делаться,1881
1882,озеро,1882
1883,каков,1883
1884,термин,1884
1885,дикий,1885
1886,круглый,1886
1887,дно,1887
1888,повернуться,1888
1889,младший,1889
1890,сми,1890
1891,принятие,1891
1892,эксперт,1892
1893,уничтожить,1893
1894,характеристика,1894
1895,попадать,1895
1896,некоторые,1896
1897,совместный,1897
1898,тепло,1898
1899,следовательно,1899
1900,меньший,1900
1901,север,1901
1902,индивидуальный,1902
1903,темнота,1903
1904,дыхание,1904
1905,концерт,1905
1906,минимум,1906
1907,эксперимент,1907
1908,павел,1908
1909,предоставить,1909
1910,региональный,1910
